Total Actions by NAICS-&gt;6 digit NAICS Code (Description)-&gt;Award Detail

"Contracting Agency ID","Contracting Agency Name","Contracting Office ID","Contracting Office Name","Contracting Office Region","PIID","Modification Number","Transaction Number","Referenced IDV PIID","Date Signed","Period of Performance Start Date","Completion Date","Est. Ultimate Completion Date","Last Date to Order","Funding Department ID","Funding Department Name","Funding Agency ID","Funding Office ID","Foreign Funding","Domestic or Foreign Entity","Is Performance Based Service Acquisition","Type of Contract","Product or Service Code","Product or Service Description","Description of Requirement","Nature of Services","NAICS Code","NAICS Description","Principal Place of Performance County Name","Principal Place of Performance Location Code","Principal Place of Performance Location Name","Principal Place of Performance State Code","Principal Place of Performance Congressional District","Principal Place of Performance Zip Code","Principal Place of Performance Country Name","Country of Product or Service Origin","Place of Manufacture","Extent Competed","Source Selection Process","Other Than Full and Open Competition","Solicitation Procedures","Solicitation Date","Type of Set Aside","IDV Type of Set Aside","Type of Set Aside Source","Local Area Set Aside","Evaluated Preference","SBIR/STTR","Fair Opportunity/Limited Sources","Commercial Products/Services Acquisition Procedures","Award Type","Reason For Modification","Unique Entity ID","Legal Business Name","Ultimate Parent Unique Entity ID","Ultimate Parent Legal Business Name","Vendor Address Line 1","Vendor Address Line 2","Vendor Address City","Vendor Address State Name","Vendor Address Zip Code","Vendor Address Country Name","FAR 4.1102 Exception Type","Vendor Congressional District","Is Vendor Business Type - Contracts","Is Vendor Business Type - Federal Assistance Awards","Is Vendor Business Type - All Awards","Is Vendor Business Type - U.S. Federal Government","Is Vendor Business Type - Federally Funded Research and Development Corporation","Is Vendor Business Type - Federal Agency","Is Vendor Business Type - U.S. State Government","Is Vendor Business Type - U.S. Local Government","Is Vendor Business Type - City","Is Vendor Business Type - County","Is Vendor Business Type - Inter Municipal","Is Vendor Business Type - Local Government Owned","Is Vendor Business Type - Municipality","Is Vendor Business Type - School District","Is Vendor Business Type - Township","Is Vendor Business Type - U.S. Tribal Government","Is Vendor Business Type - Foreign Government","Is Vendor Business Type - Airport Authority","Is Vendor Business Type - Council Of Governments","Is Vendor Business Type - Housing Authorities Public or Tribal","Is Vendor Business Type - Interstate Entity","Is Vendor Business Type - Planning Commission","Is Vendor Business Type - Port Authority","Is Vendor Business Type - Transit Authority","Is Vendor Business Type - Corporate Entity, Not Tax Exempt","Is Vendor Business Type - Corporate Entity, Tax Exempt","Is Vendor Business Type - Subchapter S Corporation","Is Vendor Business Type - Limited Liability Corporation","Is Vendor Business Type - Partnership or Limited Liability Partnership","Is Vendor Business Type - Sole Proprietorship","Is Vendor Business Type - Small Agricultural Cooperative","Is Vendor Business Type - International Organization","Is Vendor Business Type - U.S. Government Entity","Is Vendor Business Type - Foreign Owned","Is Vendor Business Type - For Profit Organization","Is Vendor Business Type - Non Profit Organization","Is Vendor Business Type - Other Not For Profit Organization","Is Vendor Business Type - Community Development Corporation-Owned Concern","Is Vendor Business Type - Labor Surplus Area Firm","Is Vendor Business Type - Self-Certified Small Disadvantaged Business","Is Vendor Business Type - Veteran-Owned Business","Is Vendor Business Type - Service-Disabled Veteran-Owned Business","Is Vendor Business Type - Women-Owned Business","Is Vendor Business Type - Women-Owned Small Business","Is Vendor Business Type - Economically Disadvantaged Women-Owned Small Business","Is Vendor Business Type - Women-Owned Small Business (WOSB) Joint Venture eligible under the WOSB Program","Is Vendor Business Type - Economically Disadvantaged Women-Owned Small Business (EDWOSB) Joint Venture","Is Vendor Business Type - Minority-Owned Business","Is Vendor Business Type - Subcontinent Asian (Asian-Indian) American Owned","Is Vendor Business Type - Asian-Pacific American Owned","Is Vendor Business Type - Black American Owned","Is Vendor Business Type - Hispanic American Owned","Is Vendor Business Type - Native American Owned","Is Vendor Business Type - Other Minority-Owned","Is Vendor Business Type - Community Development Corporation","Is Vendor Business Type - Domestic Shelter","Is Vendor Business Type - Foundation","Is Vendor Business Type - Hospital","Is Vendor Business Type - Veterinary Hospital","Is Vendor Business Type - Educational Institution","Is Vendor Business Type - 1862 Land Grant College","Is Vendor Business Type - 1890 Land Grant College","Is Vendor Business Type - 1994 Land Grant College","Is Vendor Business Type - HBCU Concern","Is Vendor Business Type - Hispanic Servicing Institution","Is Vendor Business Type - Minority Institutions","Is Vendor Business Type - Private University Or College","Is Vendor Business Type - School Of Forestry","Is Vendor Business Type - State Controlled Institution of Higher Learning","Is Vendor Business Type - Tribal College","Is Vendor Business Type - Veterinary College","Is Vendor Business Type - Alaskan Native Servicing Institution","Is Vendor Business Type - Native Hawaiian Servicing Institution","Is Vendor Business Type - Manufacturer Of Goods","Is Vendor Business Type - DoT Certified Disadvantaged Business Enterprise","Is Vendor Business Type - Alaskan Native Corporation Owned Firm","Is Vendor Business Type - American Indian","Is Vendor Business Type - Indian Tribe","Is Vendor Business Type - Native Hawaiian Organization Owned Firm","Is Vendor Business Type - Tribally Owned","Is Vendor Business Type - Small Disadvantaged Business","Is Vendor Business Type - 8A Program Participant","Is Vendor Business Type - HUBZone Firm","Is Vendor Business Type - HUBZone Joint Venture","Is Vendor Business Type - 8A Joint Venture","Is Vendor Business Type - The AbilityOne Program","Is Vendor Business Type - Emerging Small Business","Is Vendor Business Type - SBA-Certified Women-Owned Small Business","Is Vendor Business Type - SBA-Certified Economically Disadvantaged Women-Owned Small Business","Is Vendor Business Type - Small Business Joint Venture","Is Vendor Business Type - Service-Disabled Veteran-Owned Business Joint Venture","Country of Incorporation","State of Incorporation","Contracting Officer's Business Size Determination","Clinger Cohen Act","Labor Standards","Materials, Supplies, Articles, and Equip","Construction Wage Rate Requirements","Additional Reporting","Other Statutory Authority","Interagency Contracting Authority","National Interest Action","Initiative","Treasury Account Symbol Agency Identifier","Treasury Account Symbol Main Account","Treasury Account Symbol Sub Account","Number of Actions","Action Obligation","Base and Exercised Options Value","Base and All Options Value (Total Contract Value)"
"5700","DEPT OF THE AIR FORCE","FA4497","FA4497  436 CONS LGC","NO REGION IDENTIFIED","0002","0","0","FA449712D0006","08/02/2016","08/01/2016","01/18/2017","01/18/2017","","9700","DEPT OF DEFENSE","5700","F1Q3FQ","NOT APPLICABLE","U.S. OWNED BUSINESS","NO - SERVICE WHERE PBA IS NOT USED.","FIRM FIXED PRICE","Y1QA","CONSTRUCTION OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE)","IGF::OT::IGF REPAIR HEATERS B714","OTHER FUNCTIONS","236220","COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION","KENT","","DOVER AFB","DE","00","199025714","UNITED STATES","UNITED STATES","NOT A MANUFACTURED END PRODUCT","FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES","","","SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY","","SMALL BUSINESS SET ASIDE - TOTAL","","","NO","NO PREFERENCE USED","","FAIR OPPORTUNITY GIVEN","COMMERCIAL ITEM PROCEDURES NOT USED","DELIVERY ORDER","","GSYGKETMMUD9","OCEAN CONSTRUCTION SERVICES, INC.","GSYGKETMMUD9","OCEAN CONSTRUCTION SERVICES  INC.","104 ARAGONA BLVD","","VIRGINIA BEACH","VIRGINIA","234622737","UNITED STATES","","02","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","YES","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","YES","NO","","NO","NO","YES","","","","","USA","VA","SMALL BUSINESS","NO","NO","NO","YES","","","NOT APPLICABLE","NONE","","57","3400","","1","$849,406.00","$849,406.00","$849,406.00"
"5700","DEPT OF THE AIR FORCE","FA4497","FA4497  436 CONS LGC","NO REGION IDENTIFIED","0002","1","0","FA449712D0006","09/26/2016","09/23/2016","02/16/2017","02/16/2017","","9700","DEPT OF DEFENSE","5700","F1Q3FQ","NOT APPLICABLE","U.S. OWNED BUSINESS","NO - SERVICE WHERE PBA IS NOT USED.","FIRM FIXED PRICE","Y1QA","CONSTRUCTION OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE)","IGF::OT::IGF REPLACE EXTERNAL HEATERS WITH INTERNAL HEATERS ON B714","OTHER FUNCTIONS","236220","COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION","KENT","","DOVER AFB","DE","00","199025714","UNITED STATES","UNITED STATES","NOT A MANUFACTURED END PRODUCT","FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES","","","SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY","","SMALL BUSINESS SET ASIDE - TOTAL","","","NO","NO PREFERENCE USED","","FAIR OPPORTUNITY GIVEN","COMMERCIAL ITEM PROCEDURES NOT USED","DELIVERY ORDER","SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE","GSYGKETMMUD9","OCEAN CONSTRUCTION SERVICES, INC.","GSYGKETMMUD9","OCEAN CONSTRUCTION SERVICES  INC.","104 ARAGONA BLVD","","VIRGINIA BEACH","VIRGINIA","234622737","UNITED STATES","","02","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","YES","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","YES","NO","","NO","NO","YES","","","","","USA","VA","SMALL BUSINESS","NO","NO","NO","YES","","","NOT APPLICABLE","NONE","","","","","1","-$11,634.00","-$11,634.00","-$11,634.00"
"5700","DEPT OF THE AIR FORCE","FA4497","FA4497  436 CONS LGC","NO REGION IDENTIFIED","0002","13","0","FA449712D0009","06/27/2016","06/24/2016","10/21/2016","10/21/2016","","9700","DEPT OF DEFENSE","5700","F1Q3FQ","NOT APPLICABLE","U.S. OWNED BUSINESS","NO - SERVICE WHERE PBA IS NOT USED.","FIRM FIXED PRICE","Z2GZ","REPAIR OR ALTERATION OF OTHER WAREHOUSE BUILDINGS","IGF::OT::IGF

INCORPORATE CHANGE 27","OTHER FUNCTIONS","236220","COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION","KENT","","DOVER AFB","DE","00","199025639","UNITED STATES","UNITED STATES","NOT A MANUFACTURED END PRODUCT","FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES","","","SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY","","SMALL BUSINESS SET ASIDE - TOTAL","","","NO","NO PREFERENCE USED","","FAIR OPPORTUNITY GIVEN","COMMERCIAL ITEM PROCEDURES NOT USED","DELIVERY ORDER","SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE","QS4DKQ72ZK25","PUENTE CONSTRUCTION ENTERPRISES INC.","QS4DKQ72ZK25","PUENTE CONSTRUCTION ENTERPRISES INC.","48-50 NEWTON AVE","","WOODBURY","NEW JERSEY","080964610","UNITED STATES","","01","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","","NO","NO","NO","","","","","USA","NJ","SMALL BUSINESS","NO","NO","NO","YES","","","NOT APPLICABLE","NONE","","97","4930","","1","$269,188.66","$269,188.66","$269,188.66"
"5700","DEPT OF THE AIR FORCE","FA4497","FA4497  436 CONS LGC","NO REGION IDENTIFIED","0002","14","0","FA449712D0009","10/12/2016","10/01/2016","12/02/2016","12/02/2016","","9700","DEPT OF DEFENSE","5700","F1Q3FQ","NOT APPLICABLE","U.S. OWNED BUSINESS","NO - SERVICE WHERE PBA IS NOT USED.","FIRM FIXED PRICE","Z2GZ","REPAIR OR ALTERATION OF OTHER WAREHOUSE BUILDINGS","IGF::OT::IGF

EXTEND PERIOD OF PERFORMANCE","OTHER FUNCTIONS","236220","COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION","KENT","","DOVER AFB","DE","00","199025639","UNITED STATES","UNITED STATES","NOT A MANUFACTURED END PRODUCT","FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES","","","SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY","","SMALL BUSINESS SET ASIDE - TOTAL","","","NO","NO PREFERENCE USED","","FAIR OPPORTUNITY GIVEN","COMMERCIAL ITEM PROCEDURES NOT USED","DELIVERY ORDER","SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE","QS4DKQ72ZK25","PUENTE CONSTRUCTION ENTERPRISES INC.","QS4DKQ72ZK25","PUENTE CONSTRUCTION ENTERPRISES INC.","48-50 NEWTON AVE","","WOODBURY","NEW JERSEY","080964610","UNITED STATES","","01","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","","NO","NO","NO","","","","","USA","NJ","SMALL BUSINESS","NO","NO","NO","YES","","","NOT APPLICABLE","NONE","","97","4930","","1","$0.00","$0.00","$0.00"
"5700","DEPT OF THE AIR FORCE","FA4497","FA4497  436 CONS LGC","NO REGION IDENTIFIED","0002","15","0","FA449712D0009","07/24/2018","07/24/2018","08/16/2018","08/16/2018","","9700","DEPT OF DEFENSE","5700","F1Q3FQ","NOT APPLICABLE","U.S. OWNED BUSINESS","NO - SERVICE WHERE PBA IS NOT USED.","FIRM FIXED PRICE","Z2GZ","REPAIR OR ALTERATION OF OTHER WAREHOUSE BUILDINGS","IGF::OT::IGF
SETTLEMENT FOR EQUITABLE ADJUSTMENT","OTHER FUNCTIONS","236220","COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION","KENT","","DOVER AFB","DE","00","199025639","UNITED STATES","UNITED STATES","NOT A MANUFACTURED END PRODUCT","FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES","","","SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY","","","SMALL BUSINESS SET ASIDE - TOTAL","IDC","NO","NO PREFERENCE USED","","FAIR OPPORTUNITY GIVEN","COMMERCIAL ITEM PROCEDURES NOT USED","DELIVERY ORDER","SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE","QS4DKQ72ZK25","PUENTE CONSTRUCTION ENTERPRISES INC.","QS4DKQ72ZK25","PUENTE CONSTRUCTION ENTERPRISES INC.","48-50 NEWTON AVE","","WOODBURY","NEW JERSEY","080964610","UNITED STATES","","01","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","","","","","USA","NJ","SMALL BUSINESS","NO","NO","NO","YES","","","NOT APPLICABLE","NONE","","97","4930","","1","$1,417,005.94","$1,417,005.94","$1,417,005.94"
"5700","DEPT OF THE AIR FORCE","FA4497","FA4497  436 CONS LGC","NO REGION IDENTIFIED","0002","2","0","FA449712D0008","01/27/2016","01/03/2016","05/31/2016","05/31/2016","","9700","DEPT OF DEFENSE","5700","F1Q3FQ","NOT APPLICABLE","U.S. OWNED BUSINESS","NO - SERVICE WHERE PBA IS NOT USED.","FIRM FIXED PRICE","Y1QA","CONSTRUCTION OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE)","IGF::OT::IGF 

BLDG 520 RENOVATION PERIOD OF PERFORMANCE EXTENSION","OTHER FUNCTIONS","236220","COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION","KENT","","DOVER","DE","00","199047305","UNITED STATES","UNITED STATES","NOT A MANUFACTURED END PRODUCT","FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES","","","SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY","","SMALL BUSINESS SET ASIDE - TOTAL","","","NO","NO PREFERENCE USED","","FAIR OPPORTUNITY GIVEN","COMMERCIAL ITEM PROCEDURES NOT USED","DELIVERY ORDER","OTHER ADMINISTRATIVE ACTION","KCDZLXJTKPX5","WATERMARK ENVIRONMENTAL, INCORPORATED","KCDZLXJTKPX5","WATERMARK ENVIRONMENTAL INC","175 CABOT ST STE 300","","LOWELL","MASSACHUSETTS","018543633","UNITED STATES","","03","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","YES","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","YES","NO","","NO","NO","YES","","","","","USA","MA","SMALL BUSINESS","NO","NO","NO","YES","","","NOT APPLICABLE","NONE","","57","3400","","1","$0.00","$0.00","$0.00"
"5700","DEPT OF THE AIR FORCE","FA4497","FA4497  436 CONS LGC","NO REGION IDENTIFIED","0002","3","0","FA449712D0008","06/03/2016","06/01/2016","06/24/2016","06/24/2016","","9700","DEPT OF DEFENSE","5700","F1Q3FQ","NOT APPLICABLE","U.S. OWNED BUSINESS","NO - SERVICE WHERE PBA IS NOT USED.","FIRM FIXED PRICE","Y1QA","CONSTRUCTION OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE)","IGF::OT::IGF

BLDG 520 RENOVATION PERIOD OF PERFORMANCE EXTENSION","OTHER FUNCTIONS","236220","COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION","KENT","","DOVER","DE","00","199047305","UNITED STATES","UNITED STATES","NOT A MANUFACTURED END PRODUCT","FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES","","","SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY","","SMALL BUSINESS SET ASIDE - TOTAL","","","NO","NO PREFERENCE USED","","FAIR OPPORTUNITY GIVEN","COMMERCIAL ITEM PROCEDURES NOT USED","DELIVERY ORDER","OTHER ADMINISTRATIVE ACTION","KCDZLXJTKPX5","WATERMARK ENVIRONMENTAL, INCORPORATED","KCDZLXJTKPX5","WATERMARK ENVIRONMENTAL INC","175 CABOT ST STE 300","","LOWELL","MASSACHUSETTS","018543633","UNITED STATES","","03","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","YES","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","YES","NO","","NO","NO","YES","","","","","USA","MA","SMALL BUSINESS","NO","NO","NO","YES","","","NOT APPLICABLE","NONE","","57","3400","","1","$0.00","$0.00","$0.00"
"5700","DEPT OF THE AIR FORCE","FA4497","FA4497  436 CONS LGC","NO REGION IDENTIFIED","0003","1","0","FA449712D0008","07/21/2016","07/18/2016","11/08/2016","11/08/2016","","9700","DEPT OF DEFENSE","5700","F1Q3FQ","NOT APPLICABLE","U.S. OWNED BUSINESS","NO - SERVICE WHERE PBA IS NOT USED.","FIRM FIXED PRICE","Y1QA","CONSTRUCTION OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE)","IGF::OT::IGF REMOVE B1219 AND ASSOCIATED COSTS FROM CONTRACT.","OTHER FUNCTIONS","236220","COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION","KENT","","DOVER","DE","00","199016600","UNITED STATES","UNITED STATES","NOT A MANUFACTURED END PRODUCT","FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES","","","SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY","","SMALL BUSINESS SET ASIDE - TOTAL","","","NO","NO PREFERENCE USED","","FAIR OPPORTUNITY GIVEN","COMMERCIAL ITEM PROCEDURES NOT USED","DELIVERY ORDER","SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE","KCDZLXJTKPX5","WATERMARK ENVIRONMENTAL, INCORPORATED","KCDZLXJTKPX5","WATERMARK ENVIRONMENTAL INC","175 CABOT ST STE 300","","LOWELL","MASSACHUSETTS","018543633","UNITED STATES","","03","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","YES","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","YES","NO","","NO","NO","YES","","","","","USA","MA","SMALL BUSINESS","NO","NO","NO","YES","","","NOT APPLICABLE","NONE","","","","","1","-$37,689.53","-$37,689.53","-$37,689.53"
"5700","DEPT OF THE AIR FORCE","FA4497","FA4497  436 CONS LGC","NO REGION IDENTIFIED","0003","2","0","FA449712D0007","08/17/2016","08/17/2016","03/24/2017","03/24/2017","","9700","DEPT OF DEFENSE","5700","F1Q3FQ","NOT APPLICABLE","U.S. OWNED BUSINESS","NO - SERVICE WHERE PBA IS NOT USED.","FIRM FIXED PRICE","Y1QA","CONSTRUCTION OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE)","FUND THE DRAINAGE REPAIRS FOR THE MUNITIONS BUILDING.
IGF::OT::IGF","OTHER FUNCTIONS","236220","COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION","KENT","","DOVER AFB","DE","00","199025639","UNITED STATES","UNITED STATES","NOT A MANUFACTURED END PRODUCT","FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES","","","SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY","","SMALL BUSINESS SET ASIDE - TOTAL","","","NO","NO PREFERENCE USED","","FAIR OPPORTUNITY GIVEN","COMMERCIAL ITEM PROCEDURES NOT USED","DELIVERY ORDER","FUNDING ONLY ACTION","GTZ5V5PFXJ51","BERING STRAITS TECHNICAL SERVICES, LLC","GTZ5V5PFXJ51","BERING STRAITS TECHNICAL SERVICES  LLC","4600 DEBARR RD STE 200","","ANCHORAGE","ALASKA","995083126","UNITED STATES","","00","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","YES","YES","NO","","NO","NO","YES","","","","","","","SMALL BUSINESS","NO","NO","NO","YES","","","NOT APPLICABLE","NONE","","","","","1","$48,053.28","$48,053.28","$48,053.28"
"5700","DEPT OF THE AIR FORCE","FA4497","FA4497  436 CONS LGC","NO REGION IDENTIFIED","0003","5","0","FA449712D0009","02/02/2016","02/01/2016","05/08/2016","05/08/2016","","9700","DEPT OF DEFENSE","5700","F1Q3FQ","NOT APPLICABLE","U.S. OWNED BUSINESS","NO - SERVICE WHERE PBA IS NOT USED.","FIRM FIXED PRICE","Y1QA","CONSTRUCTION OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE)","IGF::OT::IGF

MODIFICATION TO EXTEND PERIOD OF PERFORMANCE.","OTHER FUNCTIONS","236220","COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION","KENT","","DOVER AFB","DE","00","199025639","UNITED STATES","UNITED STATES","NOT A MANUFACTURED END PRODUCT","FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES","","","SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY","","SMALL BUSINESS SET ASIDE - TOTAL","","","NO","NO PREFERENCE USED","","FAIR OPPORTUNITY GIVEN","COMMERCIAL ITEM PROCEDURES NOT USED","DELIVERY ORDER","OTHER ADMINISTRATIVE ACTION","QS4DKQ72ZK25","PUENTE CONSTRUCTION ENTERPRISES INC.","QS4DKQ72ZK25","PUENTE CONSTRUCTION ENTERPRISES INC.","48-50 NEWTON AVE","","WOODBURY","NEW JERSEY","080964610","UNITED STATES","","01","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","","NO","NO","NO","","","","","USA","NJ","SMALL BUSINESS","NO","NO","NO","YES","","","NOT APPLICABLE","NONE","","57","3400","","1","$0.00","$0.00","$0.00"
